time,Dis Y(Dv),Dis Y Old(Dv),difference Dis Y,Dis X(Dh),loadcell Y (KN),loadcell X (KN),sigma Y (KN/M^2),newsigma Y (KN/M^2),round data
2025-02-20 12:38:01 , -0.019 , -0.019 , 0.0 , 0.369  , 81.394 , 68.056 , 81.394 , 81.394 ,209
2025-02-20 12:38:04 , -0.017 , -0.019 , 0.002 , 0.372  , 81.394 , 68.056 , 81.394 , 81.957 ,210
2025-02-20 12:38:05 , -0.017 , -0.017 , 0.0 , 0.372  , 81.394 , 68.056 , 81.394 , 81.394 ,211
2025-02-20 12:38:08 , -0.018 , -0.017 , -0.001 , 0.378  , 81.394 , 68.056 , 81.394 , 81.113 ,212
2025-02-20 12:38:08 , -0.019 , -0.018 , -0.001 , 0.379  , 81.394 , 68.056 , 81.394 , 81.113 ,213
2025-02-20 12:38:11 , -0.019 , -0.019 , 0.0 , 0.381  , 81.394 , 68.056 , 81.394 , 81.394 ,214
2025-02-20 12:38:12 , -0.019 , -0.019 , 0.0 , 0.381  , 81.394 , 68.056 , 81.394 , 81.394 ,215
2025-02-20 12:38:15 , -0.018 , -0.019 , 0.001 , 0.385  , 81.667 , 68.056 , 81.667 , 81.949 ,216
2025-02-20 12:38:15 , -0.017 , -0.018 , 0.001 , 0.386  , 81.667 , 68.056 , 81.667 , 81.949 ,217
2025-02-20 12:38:18 , -0.018 , -0.017 , -0.001 , 0.388  , 81.667 , 68.056 , 81.667 , 81.385 ,218
2025-02-20 12:38:19 , -0.018 , -0.018 , 0.0 , 0.388  , 81.667 , 68.056 , 81.667 , 81.667 ,219
2025-02-20 12:38:22 , -0.019 , -0.018 , -0.001 , 0.39  , 81.667 , 69.417 , 81.667 , 81.385 ,220
2025-02-20 12:38:22 , -0.018 , -0.019 , 0.001 , 0.391  , 81.667 , 69.417 , 81.667 , 81.949 ,221
2025-02-20 12:38:25 , -0.019 , -0.018 , -0.001 , 0.397  , 81.667 , 69.417 , 81.667 , 81.385 ,222
2025-02-20 12:38:26 , -0.019 , -0.019 , 0.0 , 0.397  , 81.667 , 69.417 , 81.667 , 81.667 ,223
2025-02-20 12:38:29 , -0.018 , -0.019 , 0.001 , 0.399  , 81.667 , 69.417 , 81.667 , 81.949 ,224
2025-02-20 12:38:29 , -0.017 , -0.018 , 0.001 , 0.4  , 81.667 , 69.417 , 81.667 , 81.949 ,225
2025-02-20 12:38:32 , -0.018 , -0.017 , -0.001 , 0.403  , 81.667 , 69.417 , 81.667 , 81.385 ,226
2025-02-20 12:38:33 , -0.018 , -0.018 , 0.0 , 0.403  , 81.667 , 69.417 , 81.667 , 81.667 ,227
2025-02-20 12:38:36 , -0.019 , -0.018 , -0.001 , 0.406  , 81.667 , 69.417 , 81.667 , 81.385 ,228
2025-02-20 12:38:36 , -0.019 , -0.019 , 0.0 , 0.406  , 81.667 , 69.417 , 81.667 , 81.667 ,229
2025-02-20 12:38:39 , -0.018 , -0.019 , 0.001 , 0.409  , 81.667 , 69.417 , 81.667 , 81.949 ,230
2025-02-20 12:38:40 , -0.017 , -0.018 , 0.001 , 0.409  , 81.667 , 69.417 , 81.667 , 81.949 ,231
